City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,island harbour,50.724,-1.2758,288.19,93,93,0.45,GB,1683655617
287,roswell,34.0232,-84.3616,303.06,67,0,4.63,US,1683655588
288,lashio,22.9333,97.75,293.06,92,89,0.98,MM,1683655617
289,luebo,-5.35,21.4167,298.09,68,100,0.69,CD,1683655618
290,saint-germain-du-puy,47.1,2.4833,290.3,77,75,7.2,FR,1683655618
291,mejit,10.2753,170.8646,300.24,85,100,5.94,MH,1683655618
292,ballina,-28.8667,153.5667,284.7,80,42,5.3,AU,1683655619
293,dunedin,-45.8742,170.5036,281.37,95,100,3.82,NZ,1683655404
294,fort mcmurray,56.7268,-111.381,287.95,71,94,2.3,CA,1683655603
295,huskvarna,57.786,14.3021,287.15,33,0,5.66,SE,1683655620
296,palmer,42.1584,-72.3287,292.47,25,75,3.6,US,1683655620
297,camacupa,-12.0167,17.4833,290.24,44,17,1.05,AO,1683655621
298,srandakan,-7.9386,110.2506,298.83,91,100,2.82,ID,1683655621
299,princeville,45.7668,-61.2985,279.63,78,100,6.69,CA,1683655622
300,sanandaj,35.3144,46.9923,285.82,80,49,1.7,IR,1683655622
301,rouissat,31.9243,5.3502,300.95,20,62,4.36,DZ,1683655622
302,severo-yeniseyskiy,60.3725,93.0408,269.3,85,74,3.04,RU,1683655623
303,armacao de buzios,-22.7469,-41.8817,299.18,78,73,5.62,BR,1683655623
304,pangody,65.85,74.4859,272.81,98,100,3.79,RU,1683655623
305,yuzhno-kurilsk,44.0306,145.8556,278.16,93,96,2.7,RU,1683655624
306,ad dabbah,18.05,30.95,303.89,9,35,4.54,SD,1683655624
307,kavaratti,10.5669,72.642,302.64,56,48,2.76,IN,1683655624
308,uiju,40.1994,124.5317,284.17,38,22,1.04,KP,1683655625
309,beloyarskiy,63.7119,66.6722,276.13,87,100,4.31,RU,1683655625
310,wewak,-3.5534,143.6268,300.01,86,99,2.44,PG,1683655625
311,quellon,-43.1167,-73.6167,285.29,94,100,2.06,CL,1683655626
312,bougara,36.5418,3.081,295.57,43,91,2.08,DZ,1683655626
313,santa elena de uairen,4.6167,-61.1333,299.63,63,86,3.23,VE,1683655626
314,soanierana ivongo,-16.9167,49.5833,295.88,90,48,2.56,MG,1683655627
315,saint-leu,-21.15,55.2833,297.63,91,14,1.25,RE,1683655627
316,gebeit,21.0667,36.3167,296.66,47,0,4.07,SD,1683655627
317,doka,13.5167,35.7667,307.82,8,42,6.21,SD,1683655628
318,ambon,-3.6954,128.1814,302.57,90,40,1.54,ID,1683655491
319,mersing,2.4312,103.8405,299.87,82,96,3.2,MY,1683655628
320,sokcho,38.2083,128.5911,286.04,71,44,3.15,KR,1683655628
321,murbad,19.25,73.4,304.44,51,63,0.9,IN,1683655629
322,labasa,-16.4167,179.3833,297.23,88,4,1.28,FJ,1683655629
323,baoro,5.6667,15.9667,293.69,97,100,0.19,CF,1683655629
324,buin,-33.7333,-70.75,304.5,15,87,0.82,CL,1683655629
325,benguela,-12.5763,13.4055,299.57,83,3,1.37,AO,1683655604
326,san clemente del tuyu,-36.3569,-56.7235,293.14,56,84,5.84,AR,1683655630
327,okhotsk,59.3833,143.3,273.85,89,9,0.97,RU,1683655631
328,sigli,5.3848,95.9609,299.67,74,99,2.93,ID,1683655631
329,preobrazheniye,42.9019,133.9064,279.35,47,64,2.38,RU,1683655631
330,novomalorossiyskaya,45.6348,39.8948,281.47,98,100,2.01,RU,1683655631
331,urangan,-25.3,152.9,288.45,70,1,5.12,AU,1683655486
332,laughlin,35.1678,-114.573,303.16,14,0,4.63,US,1683655632
333,yangliuqing,39.1375,116.9997,292.12,22,100,2.09,CN,1683655632
334,pervomayskoye,43.919,46.7102,288.22,56,7,2.65,RU,1683655633
335,hobyo,5.3505,48.5268,301.22,80,89,11.24,SO,1683655633
336,mongo,12.1844,18.693,309.25,25,67,5.37,TD,1683655633
337,tingo maria,-9.2895,-76.0088,297.32,83,100,2.57,PE,1683655634
338,villefranche-de-rouergue,44.3333,2.0,288.58,97,90,3.78,FR,1683655634
339,kayangel,8.0823,134.7173,301.55,74,89,0.55,PW,1683655635
340,pangai,-19.8,-174.35,299.27,84,14,3.6,TO,1683655635
341,jianguang,28.1938,115.7836,291.98,78,40,2.22,CN,1683655635
342,agudos,-22.4692,-48.9875,301.56,49,91,1.49,BR,1683655636
343,charlottetown,46.2352,-63.1267,281.91,58,75,9.77,CA,1683655556
344,santa elena,-2.2333,-80.85,302.9,84,0,3.09,EC,1683655351
345,santander,43.4647,-3.8044,289.77,83,40,6.17,ES,1683655512
346,vilyuysk,63.7553,121.6247,278.16,93,100,6.95,RU,1683655637
347,vladimirskaya,44.5455,40.7933,283.36,98,100,0.61,RU,1683655637
348,wakkanai,45.4094,141.6739,280.13,83,67,3.2,JP,1683655637
349,suntar,62.1444,117.6319,278.95,96,96,3.24,RU,1683655638
350,shubarshi,48.5872,57.1869,293.54,41,100,4.53,KZ,1683655638
351,dubrowna,54.5733,30.6906,279.96,59,63,1.6,BY,1683655638
352,coquimbo,-29.9533,-71.3436,288.0,82,75,4.12,CL,1683655475
353,esens,53.6487,7.6127,287.6,96,75,1.03,DE,1683655639
354,broken hill,-31.95,141.4333,281.4,78,0,3.78,AU,1683655639
355,shimanovsk,52.0,127.7,275.31,91,17,3.13,RU,1683655641
356,kilindoni,-7.9139,39.6668,300.18,76,25,6.63,TZ,1683655642
357,udachny,66.4167,112.4,269.89,79,70,8.34,RU,1683655642
358,juchipila,21.4167,-103.1167,305.83,14,17,4.14,MX,1683655643
359,usinsk,65.9939,57.5281,273.07,98,100,5.58,RU,1683655644
360,fonte boa,-2.4959,-66.2662,300.14,93,81,0.61,BR,1683655638
361,camabatela,-8.1881,15.375,292.31,72,61,1.69,AO,1683655644
362,nikolayevsk-on-amure,53.1406,140.73,273.22,94,100,1.76,RU,1683655645
363,katsuren-haebaru,26.3369,127.8719,293.16,68,0,5.14,JP,1683655645
364,burela de cabo,43.65,-7.4,288.8,72,2,5.71,ES,1683655646
365,port saint john's,-31.6229,29.5448,292.34,87,15,3.6,ZA,1683655646
366,zhangye,38.9342,100.4517,285.41,40,100,1.51,CN,1683655646
367,bhamo,24.2667,97.2333,299.57,33,3,0.72,MM,1683655652
368,aripuana,-9.1667,-60.6333,302.84,70,63,0.67,BR,1683655652
369,alice springs,-23.7,133.8833,275.9,70,0,3.13,AU,1683655652
370,pontoon beach,38.7317,-90.0804,297.41,68,40,4.12,US,1683655653
371,bodaybo,57.8506,114.1933,275.7,97,73,1.34,RU,1683655653
372,musan-up,42.2261,129.2078,277.81,56,50,1.7,KP,1683655653
373,conceicao da barra,-18.5933,-39.7322,299.38,65,86,3.47,BR,1683655653
374,suva,-18.1416,178.4415,293.86,100,75,0.0,FJ,1683655550
375,kailua-kona,19.6406,-155.9956,297.32,88,54,0.89,US,1683655654
376,cockburn town,21.4612,-71.1419,299.96,78,0,6.33,TC,1683655654
377,port macquarie,-31.4333,152.9167,285.31,78,45,4.62,AU,1683655654
378,brookings,44.3114,-96.7984,293.96,68,75,2.57,US,1683655378
379,bijar,35.8668,47.6051,282.79,81,73,0.89,IR,1683655655
380,alofi,-19.0595,-169.9187,298.99,79,34,4.24,NU,1683655655
381,nuuk,64.1835,-51.7216,273.49,80,100,3.6,GL,1683655655
382,lata,40.1629,-8.3327,294.22,56,69,4.82,PT,1683655656
383,wuxi,31.5689,120.2886,288.14,56,81,3.08,CN,1683655640
384,oodweyne,9.4092,45.064,300.86,51,78,2.2,SO,1683655656
385,freetown,8.484,-13.2299,303.26,64,99,4.67,SL,1683655656
386,la ronge,55.1001,-105.2842,282.45,84,100,2.61,CA,1683655657
387,ashkasham,36.6833,71.5333,274.62,46,2,1.66,AF,1683655657
388,yarmouth,41.7057,-70.2286,288.79,59,0,4.63,US,1683655657
389,shitanjing,39.2342,106.3439,283.06,82,100,1.05,CN,1683655657
390,berezovyy,51.6667,135.7,274.13,75,76,1.99,RU,1683655658
391,adrar,20.5022,-10.0711,310.81,14,99,5.13,MR,1683655658
392,carnarvon,-24.8667,113.6333,294.64,80,96,3.76,AU,1683655658
393,klaksvik,62.2266,-6.589,283.66,82,98,1.76,FO,1683655659
394,weno,7.4515,151.8468,301.6,76,100,2.89,FM,1683655659
395,pemangkat,1.1667,108.9667,299.69,86,100,1.68,ID,1683655659
396,volksrust,-27.3654,29.8818,282.57,84,88,0.8,ZA,1683655659
397,fauske,67.2588,15.3918,285.34,57,100,2.9,NO,1683655660
398,mbanza kongo,-6.267,14.2401,295.6,94,57,1.16,AO,1683655660
399,greymouth,-42.4667,171.2,284.11,85,95,7.89,NZ,1683655547
400,zakynthos,37.7914,20.8953,292.95,77,75,1.03,GR,1683655660
401,krapivinskiy,54.9992,86.8133,281.47,77,100,3.37,RU,1683655661
402,ladario,-19.0047,-57.6017,297.31,83,75,3.09,BR,1683655661
403,pirapora,-17.345,-44.9419,305.19,31,9,1.88,BR,1683655661
404,kalmunai,7.4167,81.8167,299.34,83,100,4.28,LK,1683655661
405,gurun,5.8172,100.4738,298.52,92,100,1.13,MY,1683655662
406,kargil,34.5667,76.1,269.84,58,22,2.56,IN,1683655662
407,lobujya,27.95,86.8167,260.16,89,85,0.73,NP,1683655662
408,sondershausen,51.3667,10.8667,291.78,74,98,3.58,DE,1683655663
409,at taj,24.2049,23.2857,299.35,12,57,1.04,LY,1683655663
410,gogrial,8.5332,28.1004,306.43,34,100,1.61,SS,1683655664
411,kuloy,61.0305,42.4925,279.88,77,96,2.03,RU,1683655665
412,pisco,-13.7,-76.2167,296.18,73,20,5.14,PE,1683655518
413,kristiansund,63.1115,7.732,286.51,58,75,4.12,NO,1683655666
414,dakhla,23.6848,-15.958,292.97,88,13,8.87,EH,1683655666
415,trincomalee,8.5711,81.2335,299.8,83,100,5.35,LK,1683655667
416,forster,-32.1667,152.5167,286.01,71,53,4.8,AU,1683655667
417,nyurba,63.2842,118.3319,279.64,97,100,4.32,RU,1683655667
418,tamanrasset,22.785,5.5228,304.1,6,0,6.69,DZ,1683655668
419,beira,-19.8436,34.8389,297.2,100,20,1.54,MZ,1683655668
420,itoman,26.1247,127.6694,293.16,64,4,3.6,JP,1683655668
421,puerto aysen,-45.4,-72.7,284.17,93,75,3.09,CL,1683655669
422,galle,6.0367,80.217,300.39,84,100,4.19,LK,1683655669
423,navojoa,27.1,-109.4333,305.38,18,77,2.68,MX,1683655669
424,ixtapa,20.7,-105.2,302.72,39,0,3.09,MX,1683655670
425,mumias,0.3351,34.4864,292.03,92,67,1.25,KE,1683655670
426,savarkundla,21.3395,71.3083,306.97,28,99,6.6,IN,1683655670
427,queenstown,-31.8976,26.8753,286.08,44,36,1.01,ZA,1683655670
428,sao joao da barra,-21.6403,-41.0511,301.2,72,91,5.0,BR,1683655671
429,ingeniero guillermo n. juarez,-23.9,-61.85,299.47,36,78,2.85,AR,1683655671
430,ketchikan,55.3422,-131.6461,285.41,62,0,4.12,US,1683655671
431,micheweni,-4.9667,39.8333,298.82,85,15,5.37,TZ,1683655671
432,bamboo flat,11.7,92.7167,301.71,80,97,6.9,IN,1683655672
433,marsh harbour,26.5412,-77.0636,298.52,74,23,4.17,BS,1683655672
434,san luis de la loma,17.2706,-100.8939,306.05,49,10,5.49,MX,1683655672
435,ujae,8.9322,165.7642,300.83,81,100,3.97,MH,1683655673
436,loches,47.1333,1.0,290.34,89,50,6.4,FR,1683655673
437,villa gesell,-37.2639,-56.973,290.96,46,98,5.93,AR,1683655673
438,petawawa,45.9001,-77.3328,289.14,27,9,2.97,CA,1683655673
439,ust-tsilma,65.441,52.1498,273.77,90,100,3.49,RU,1683655674
440,daru,-9.0763,143.2092,298.51,94,100,6.87,PG,1683655674
441,wynyard,-41.0,145.7167,283.14,81,19,3.93,AU,1683655674
442,lubuklinggau,-3.3,102.8667,297.13,93,88,0.83,ID,1683655674
443,northam,51.0333,-4.2167,285.71,95,100,7.37,GB,1683655675
444,dwarka,22.2394,68.9678,301.75,73,43,5.24,IN,1683655675
445,jaipur,26.9167,75.8167,303.77,15,0,1.03,IN,1683655675
446,kzyltu,53.6364,72.3414,281.38,35,94,3.61,KZ,1683655675
447,cabedelo,-6.9811,-34.8339,303.52,74,64,5.39,BR,1683655676
448,baharly,38.4362,57.4316,299.49,31,50,0.53,TM,1683655676
449,chilecito,-29.1619,-67.4974,296.25,27,0,2.26,AR,1683655676
450,pokhvistnevo,53.6524,52.1274,281.27,49,100,3.98,RU,1683655677
451,taroa,8.7058,171.2275,300.61,83,100,5.4,MH,1683655677
452,itaituba,-4.2761,-55.9836,308.69,37,34,1.23,BR,1683655677
453,san agustin de valle fertil,-30.6335,-67.4682,295.13,38,2,3.93,AR,1683655677
454,rybinsk,58.0446,38.8426,281.17,62,75,2.78,RU,1683655678
455,liwale,-9.7667,37.9333,295.57,66,100,1.86,TZ,1683655678
456,page,36.9147,-111.4558,296.19,16,0,4.47,US,1683655678
457,shimoda,34.6667,138.95,286.5,70,0,3.75,JP,1683655678
458,barrouallie,13.2333,-61.2667,300.52,65,50,6.78,VC,1683655679
459,yoakum,29.2878,-97.1519,298.29,85,100,2.8,US,1683655679
460,shingu,33.7333,135.9833,284.87,84,0,2.48,JP,1683655679
461,jolo,6.05,121.0167,299.77,85,91,2.03,PH,1683655679
462,akrehamn,59.2667,5.1833,286.05,87,75,7.2,NO,1683655680
463,rakops,-21.0167,24.3333,295.97,33,0,1.51,BW,1683655680
464,scottburgh,-30.2867,30.7532,291.33,84,40,1.5,ZA,1683655680
465,arkansas city,37.062,-97.0384,299.94,83,100,5.66,US,1683655680
466,pimentel,-6.8367,-79.9342,298.59,74,8,5.81,PE,1683655681
467,lorengau,-2.0226,147.2712,299.77,83,22,0.4,PG,1683655681
468,lahad datu,5.0268,118.327,297.81,95,93,1.85,MY,1683655681
469,inhambane,-23.865,35.3833,294.0,88,7,3.73,MZ,1683655682
470,la passe,45.5549,-0.8967,290.28,85,26,9.09,FR,1683655682
471,tchintabaraden,15.8969,5.7985,309.1,6,100,3.87,NE,1683655682
472,kendari,-3.945,122.4989,297.5,93,99,1.66,ID,1683655683
473,rameswaram,9.2833,79.3,302.38,78,99,6.99,IN,1683655683
474,martapura,-3.4167,114.85,299.2,100,100,2.06,ID,1683655683
475,novodvinsk,64.4165,40.8122,278.13,90,100,1.21,RU,1683655683
476,san jeronimito,17.55,-101.3333,306.06,62,0,5.66,MX,1683655684
477,taro,-8.3862,115.28,296.15,97,93,0.49,ID,1683655684
478,quang ngai,15.1167,108.8,298.38,91,81,1.04,VN,1683655689
479,al ghayzah,16.2079,52.176,301.41,70,39,3.81,YE,1683655690
480,cabo san lucas,22.8909,-109.9124,304.6,24,20,2.57,MX,1683655607
481,kupang,-10.1667,123.5833,298.96,82,49,6.03,ID,1683655690
482,higuera de zaragoza,25.95,-109.2833,302.11,24,90,3.13,MX,1683655691
483,flying fish cove,-10.4217,105.6791,299.97,89,75,5.14,CX,1683655691
484,banjar,-8.19,114.9675,298.74,91,90,1.32,ID,1683655691
485,cartagena del chaira,1.3349,-74.8429,302.45,69,88,1.28,CO,1683655692
486,ibotirama,-12.1853,-43.2206,305.75,34,67,1.79,BR,1683655448
487,kirovskiy,45.0917,133.5136,276.13,66,82,1.36,RU,1683655692
488,oakdale,44.963,-92.9649,293.59,72,100,5.36,US,1683655693
489,kattivakkam,13.2167,80.3167,304.2,84,98,3.5,IN,1683655693
490,turpan,42.9333,89.1667,294.62,21,5,1.18,CN,1683655693
491,miyako,39.6367,141.9525,281.76,75,0,2.63,JP,1683655693
492,cox's bazar,21.4532,91.9798,299.01,92,2,3.15,BD,1683655452
493,gulf shores,30.246,-87.7008,303.87,80,40,3.6,US,1683655694
494,toumodi,6.5613,-5.0158,303.64,58,71,1.42,CI,1683655694
495,port lincoln,-34.7333,135.8667,287.66,76,45,3.72,AU,1683655695
496,bangkirohan,13.0569,123.7494,298.29,88,87,1.48,PH,1683655695
497,luanda,-8.8368,13.2343,299.82,84,38,3.78,AO,1683655696
498,timbuktu,16.7735,-3.0074,312.02,15,100,8.61,ML,1683655696
499,altai,46.3722,96.2583,272.91,73,85,2.61,MN,1683655696
500,san angelo,31.4638,-100.437,302.8,37,0,2.24,US,1683655696
501,veraval,20.9,70.3667,301.83,71,90,4.5,IN,1683655697
502,carauari,-4.8828,-66.8958,297.54,97,100,1.06,BR,1683655697
503,mandal,25.45,74.5667,304.14,11,0,3.72,IN,1683655697
504,dobryanka,58.4619,56.4165,277.1,58,4,1.93,RU,1683655698
505,sisimiut,66.9395,-53.6735,274.09,76,94,5.1,GL,1683655698
506,saldanha,-33.0117,17.9442,289.33,78,86,4.87,ZA,1683655699
507,punto fijo,11.6956,-70.1996,303.44,66,88,12.65,VE,1683655699
508,tshikapa,-6.4167,20.8,298.5,65,97,0.37,CD,1683655699
509,winfield,37.2398,-96.9956,301.53,83,100,5.66,US,1683655700
510,kenai,60.5544,-151.2583,280.2,70,100,9.77,US,1683655700
511,kourou,5.1552,-52.6478,301.18,70,33,5.15,GF,1683655700
512,vorkuta,67.5,64.0,265.11,99,90,1.42,RU,1683655701
513,chaoyang,41.5703,120.4586,288.95,32,91,2.26,CN,1683655701
514,strensall,54.04,-1.0351,290.24,76,88,2.15,GB,1683655701
515,lupane,-18.9315,27.807,292.55,41,39,1.37,ZW,1683655701
516,raxaul,26.9833,84.85,302.78,15,0,3.08,IN,1683655702
517,mahriz,31.5917,54.4318,300.43,23,99,1.09,IR,1683655702
518,mount pearl,47.5166,-52.7813,277.65,88,100,5.81,CA,1683655702
519,al kharijah,25.4514,30.5464,299.2,21,100,4.19,EG,1683655703
520,taoudenni,22.6783,-3.9836,312.35,7,100,7.26,ML,1683655703
521,ribeira brava,32.65,-17.0667,298.55,76,0,3.64,PT,1683655703
522,laguna,38.421,-121.4238,292.83,60,0,1.54,US,1683655703
523,bridgewater,44.3835,-64.5155,286.94,31,32,7.72,CA,1683655448
524,grande prairie,55.1667,-118.8027,286.25,54,75,2.06,CA,1683655477
525,novovelichkovskaya,45.2778,38.8436,284.23,96,100,2.93,RU,1683655704
526,upper alton,38.9114,-90.1507,297.69,69,40,2.57,US,1683655705
527,qui nhon,13.7667,109.2333,298.45,90,99,2.61,VN,1683655705
528,batticaloa,7.7102,81.6924,299.46,82,100,4.86,LK,1683655705
529,maroantsetra,-15.4333,49.7333,296.76,87,41,3.04,MG,1683655711
530,bereznik,62.8551,42.7072,281.72,84,100,3.25,RU,1683655711
531,imbituba,-28.24,-48.6703,294.88,51,70,3.91,BR,1683655711
532,belyy yar,53.6039,91.3903,292.09,30,0,4.0,RU,1683655712
533,zambezi,-13.5432,23.1047,291.72,43,28,2.25,ZM,1683655712
534,alvaraes,-3.2208,-64.8042,303.08,90,87,1.28,BR,1683655713
535,borkum,53.5809,6.6915,288.68,99,100,2.67,DE,1683655713
536,harbin,45.75,126.65,280.66,32,12,2.6,CN,1683655714
537,aoulef,26.9667,1.0833,306.8,10,100,5.95,DZ,1683655714
538,senanga,-16.1167,23.2667,293.49,31,6,1.97,ZM,1683655714
539,cruzeiro do sul,-29.5128,-51.9853,297.86,59,0,1.93,BR,1683655714
540,acapulco de juarez,16.8634,-99.8901,304.05,66,0,3.6,MX,1683655534
541,livingston,55.9029,-3.5226,289.34,55,20,5.14,GB,1683655715
542,kirensk,57.7853,108.1119,284.64,65,15,4.16,RU,1683655715
543,axim,4.8699,-2.2405,301.83,73,29,3.85,GH,1683655716
544,magadan,59.5667,150.8,274.45,90,100,0.2,RU,1683655716
545,polyarnyy,69.1989,33.4478,274.06,99,100,1.87,RU,1683655716
546,baotou,40.6522,109.8222,286.49,60,100,2.35,CN,1683655716
547,saladas,-28.2538,-58.6259,297.02,47,0,1.5,AR,1683655717
548,bafoulabe,13.8065,-10.8321,309.41,25,100,1.48,ML,1683655717
549,xinyuan,37.3,99.0,271.23,88,100,1.09,CN,1683655717
550,zepce,44.4267,18.0378,283.47,84,98,0.54,BA,1683655718
551,pangoa,-12.1167,-73.0,301.31,51,51,1.9,PE,1683655718
552,praia da vitoria,38.7333,-27.0667,291.35,100,75,3.76,PT,1683655718
553,woodland hills,40.0153,-111.6487,289.98,47,95,2.68,US,1683655718
554,kauhava,63.103,23.0713,288.51,51,99,3.56,FI,1683655719
555,hilo,19.7297,-155.09,297.19,92,100,2.06,US,1683655544
556,tecate,32.5667,-116.6333,292.36,44,35,3.73,MX,1683655719
557,ain leuh,33.2921,-5.3384,296.81,27,1,5.87,MA,1683655719
558,mokhsogollokh,61.4681,128.9203,271.48,80,79,3.36,RU,1683655719
559,nadi,-17.8,177.4167,293.15,88,20,3.6,FJ,1683655720
560,mildura,-34.2,142.15,280.41,88,0,4.04,AU,1683655720
561,calderitas,18.55,-88.25,304.21,62,40,4.12,MX,1683655720
562,masterton,-40.9597,175.6575,287.53,87,59,2.94,NZ,1683655721
563,barra de santo antonio,-9.4047,-35.5072,302.75,69,26,3.79,BR,1683655721
564,santa terezinha,-29.9002,-50.0904,295.47,54,0,4.44,BR,1683655721
565,sapele,5.8941,5.6767,301.59,72,94,3.34,NG,1683655721
566,el granada,37.5027,-122.4694,291.26,71,75,6.69,US,1683655529
567,gadzhiyevo,69.2551,33.3362,273.87,99,100,1.8,RU,1683655722
568,cut off,29.5427,-90.3381,303.15,70,75,4.12,US,1683655722
569,bentiu,9.2333,29.8333,306.66,34,100,3.24,SS,1683655722
570,eureka,40.8021,-124.1637,289.93,74,80,2.68,US,1683655723
571,ugoofaaru,5.6667,73.0,301.33,79,31,4.47,MV,1683655723
572,soio,-6.1349,12.3689,300.15,87,32,3.53,AO,1683655723
